Id,MSZoning,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice,OverallQual_binned,Normalized_OverallQual,Normalized_SalePrice
715,RL,13517,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289,Gd,TA,CBlock,TA,TA,No,GLQ,533,Unf,192,725,GasA,Ex,Y,SBrkr,725,754,1479,0,2,1,3,Gd,6,Typ,0,2,475,Y,0,44,0,0,3,2010,WD,Normal,130500,Medium,0.025108119,0.017285552
716,RL,10140,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,1064,1064,GasA,TA,Y,SBrkr,1350,0,1350,0,2,0,3,TA,7,Typ,1,2,478,Y,0,0,0,0,8,2009,WD,Normal,165000,Medium,0.025108119,0.021855296
717,RM,10800,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,718,718,GasA,Ex,Y,SBrkr,1576,978,2554,0,1,1,3,TA,8,Typ,0,2,704,P,0,48,0,0,7,2007,WD,Normal,159500,Medium,0.029292806,0.021126786
718,RL,10000,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,1084,Unf,92,1176,GasA,Gd,Y,SBrkr,1178,0,1178,0,1,1,3,Gd,5,Typ,1,2,439,Y,224,0,0,0,11,2008,WD,Normal,157000,Medium,0.020923433,0.020795645
719,RL,10542,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173,Unf,138,1311,GasA,Ex,Y,SBrkr,1325,1093,2418,1,2,1,3,Gd,9,Typ,1,3,983,Y,250,154,0,0,8,2008,WD,Normal,341000,Medium,0.029292806,0.045167611
720,RL,9920,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1969,1969,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,523,Unf,448,971,GasA,TA,Y,SBrkr,971,0,971,0,1,1,3,TA,5,Typ,1,1,300,Y,0,0,0,0,5,2006,WD,Normal,128500,Medium,0.020923433,0.017020639
721,RL,6563,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,594,1742,GasA,TA,Y,SBrkr,1742,0,1742,1,2,0,2,Gd,5,Typ,1,2,564,Y,114,28,0,0,12,2006,WD,Normal,275000,High,0.033477492,0.036425493
722,RM,4426,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,186,848,GasA,Ex,Y,SBrkr,848,0,848,1,1,0,1,Gd,3,Typ,0,2,420,Y,160,0,0,0,5,2010,WD,Normal,143000,Medium,0.025108119,0.018941256
723,RL,8120,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,673,864,GasA,Ex,Y,SBrkr,864,0,864,0,1,0,3,TA,5,Typ,0,2,463,Y,0,0,0,0,7,2009,WD,Normal,124500,Low,0.016738746,0.016490814
724,RL,8172,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,941,941,GasA,Ex,Y,SBrkr,997,473,1470,0,2,0,4,TA,7,Typ,0,1,548,Y,0,0,156,0,5,2008,WD,Normal,135000,Low,0.016738746,0.017881605
725,RL,13286,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,464,1698,GasA,Ex,Y,SBrkr,1698,0,1698,1,2,0,3,Ex,8,Typ,1,3,768,Y,327,64,0,0,2,2009,WD,Normal,320000,High,0.037662179,0.042386028
726,RL,6960,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,250,864,GasA,TA,Y,SBrkr,864,0,864,0,1,0,3,Gd,5,Typ,0,2,660,Y,96,0,0,0,11,2009,WD,Normal,120500,Low,0.016738746,0.015960989
727,RL,21695,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,1988,2007,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,72,880,GasA,Ex,Y,SBrkr,1680,0,1680,1,2,0,3,Gd,5,Typ,1,2,540,Y,292,44,0,0,12,2009,WD,Normal,222000,Medium,0.025108119,0.029405307
728,RL,7314,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,508,1232,GasA,Ex,Y,SBrkr,1232,0,1232,1,2,0,2,Gd,6,Typ,0,2,632,Y,132,0,0,0,2,2009,WD,Normal,194500,Medium,0.029292806,0.025762758
729,RL,11475,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1584,1584,GasA,TA,Y,SBrkr,1776,0,1776,1,2,0,4,TA,9,Typ,0,3,888,Y,0,25,0,0,7,2009,COD,Abnorml,110000,Medium,0.020923433,0.014570197
730,RM,6240,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,628,780,GasA,TA,Y,FuseA,848,0,1208,0,1,0,2,TA,5,Typ,0,2,539,Y,0,23,0,0,1,2009,WD,Normal,103000,Low,0.016738746,0.013643003
731,RL,5389,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,415,1595,GasA,Ex,Y,SBrkr,1616,0,1616,1,2,0,2,Gd,5,Typ,1,2,608,Y,237,152,0,0,3,2010,WD,Normal,236500,High,0.033477492,0.031325924
732,RL,9590,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,82,868,GasA,Ex,Y,SBrkr,1146,0,1146,1,2,0,3,Gd,6,Typ,1,2,438,Y,160,22,0,0,5,2007,WD,Normal,187500,Medium,0.029292806,0.024835563
733,RL,11404,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,901,1153,GasA,Ex,Y,SBrkr,1153,878,2031,0,2,1,3,Gd,8,Typ,1,2,541,Y,192,84,0,0,7,2008,WD,Normal,222500,Medium,0.029292806,0.029471535
734,RL,10000,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1961,1983,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,270,864,GasA,Ex,Y,SBrkr,1144,0,1144,1,1,0,3,TA,6,Typ,1,1,264,Y,165,0,0,0,3,2009,WD,Normal,131400,Medium,0.020923433,0.017404763
735,RL,8978,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,948,948,GasA,TA,Y,SBrkr,948,0,948,0,1,0,3,TA,6,Typ,0,1,300,Y,147,0,0,0,5,2007,WD,Family,108000,Medium,0.020923433,0.014305284
736,RM,10800,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,490,880,GasW,Fa,N,SBrkr,880,888,1768,0,1,1,2,TA,6,Typ,2,2,320,N,0,341,0,0,10,2006,WD,Normal,163000,Medium,0.029292806,0.021590383
737,RL,8544,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,1950,1950,Gable,CompShg,Stucco,Stone,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,GasA,Gd,N,FuseF,1040,0,1040,0,2,0,2,TA,6,Typ,0,2,400,Y,0,0,0,0,7,2006,WD,Normal,93500,Low,0.01255406,0.012384668
738,RL,10463,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,893,893,GasA,Ex,Y,SBrkr,901,900,1801,0,2,1,3,Gd,8,Typ,1,3,800,Y,0,116,0,0,6,2006,WD,Normal,239900,High,0.033477492,0.031776275
739,RL,10800,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,1200,GasA,TA,Y,SBrkr,1200,0,1200,3,3,0,3,TA,5,Typ,0,0,0,Y,120,0,0,0,3,2009,WD,Alloca,179000,Medium,0.020923433,0.023709684
740,RL,9313,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,864,864,GasA,Ex,Y,SBrkr,864,864,1728,0,2,1,3,Gd,7,Typ,0,2,572,Y,187,56,0,0,4,2009,WD,Normal,190000,Medium,0.029292806,0.025166704
741,RM,9600,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,264,264,GasA,Ex,Y,SBrkr,768,664,1432,0,2,0,2,TA,7,Typ,0,2,360,Y,270,0,0,0,5,2007,WD,Abnorml,132000,Medium,0.020923433,0.017484236
742,RL,6768,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,80,912,GasA,Gd,Y,SBrkr,912,0,912,1,1,0,3,Gd,5,Typ,0,1,288,Y,168,0,0,0,5,2008,WD,Normal,142000,Medium,0.025108119,0.0188088
743,RL,8450,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1349,1349,GasA,Ex,Y,SBrkr,1349,0,1349,0,2,0,3,TA,6,Typ,0,2,539,Y,120,55,0,0,12,2007,WD,Normal,179000,Medium,0.029292806,0.023709684
744,RL,12886,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,76,520,GasA,Ex,Y,SBrkr,1464,0,1464,0,2,0,3,TA,6,Min2,1,2,480,Y,302,0,100,0,10,2009,WD,Normal,175000,Medium,0.020923433,0.023179859
745,RL,5395,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,604,1337,GasA,Gd,Y,SBrkr,1337,0,1337,1,2,0,2,Gd,5,Typ,1,2,462,Y,96,0,0,0,10,2008,WD,Normal,180000,High,0.033477492,0.023842141
746,RL,8963,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,487,1142,GasA,Ex,Y,SBrkr,1175,1540,2715,0,3,1,4,Gd,11,Typ,2,2,831,Y,0,204,0,0,7,2008,WD,Normal,299800,High,0.033477492,0.03971041
747,RL,8795,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,652,952,GasA,Ex,Y,SBrkr,980,1276,2256,0,2,1,4,Gd,8,Typ,1,2,554,Y,224,54,0,0,4,2009,WD,Normal,236000,Medium,0.029292806,0.031259696
748,RM,11700,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,1240,1240,GasW,TA,N,SBrkr,1320,1320,2640,0,1,1,4,Gd,8,Typ,1,4,864,N,181,0,0,0,5,2009,WD,Normal,265979,Medium,0.029292806,0.035230604
749,RL,10593,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,801,1720,GasA,Ex,Y,SBrkr,1720,0,1720,1,2,0,3,Gd,7,Typ,1,2,527,Y,240,56,0,0,3,2010,WD,Normal,260400,Medium,0.029292806,0.03449163
750,RL,8405,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,Wall,TA,N,FuseF,1088,441,1529,0,2,0,4,TA,9,Mod,0,1,240,N,92,0,0,0,4,2009,WD,Normal,98000,Low,0.016738746,0.012980721
751,RM,8800,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,576,576,GasA,Gd,Y,SBrkr,792,348,1140,0,1,0,3,TA,7,Min2,0,0,0,N,0,160,0,0,6,2010,WD,Normal,96500,Low,0.016738746,0.012782037
752,RL,7750,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,660,660,GasA,Ex,Y,SBrkr,660,660,1320,0,2,1,3,Gd,6,Typ,0,2,400,Y,0,48,0,0,8,2007,WD,Normal,162000,Medium,0.029292806,0.021457927
753,RL,9236,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,279,1479,GasA,Ex,Y,SBrkr,1494,0,1494,1,2,0,3,Gd,6,Typ,0,2,576,Y,168,27,0,0,7,2006,WD,Normal,217000,Medium,0.025108119,0.028743025
754,RL,10240,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,1030,1030,GasA,Gd,Y,SBrkr,1038,1060,2098,0,2,1,3,Ex,8,Typ,1,3,878,Y,192,52,0,0,3,2006,WD,Normal,275500,High,0.033477492,0.036491721
755,RL,7930,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1969,2005,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,115,1026,GasA,Gd,Y,SBrkr,1026,0,1026,1,1,0,3,Gd,5,Typ,0,2,440,Y,171,48,0,0,7,2009,WD,Normal,156000,Medium,0.025108119,0.020663189
756,FV,3230,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,348,729,GasA,Gd,Y,SBrkr,742,729,1471,0,2,1,3,TA,6,Typ,0,2,440,Y,0,24,0,0,3,2009,WD,Normal,172500,Medium,0.025108119,0.022848718
757,RL,10769,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,846,866,GasA,Ex,Y,SBrkr,866,902,1768,0,2,1,3,Gd,7,Typ,0,2,578,Y,144,105,0,0,4,2009,WD,Normal,212000,High,0.033477492,0.028080743
758,RL,11616,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,234,672,GasA,TA,Y,SBrkr,672,714,1386,0,2,1,3,TA,6,Typ,1,2,440,Y,335,0,0,0,4,2010,WD,Abnorml,158900,Medium,0.025108119,0.021047312
759,FV,2280,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,195,744,GasA,Gd,Y,SBrkr,757,744,1501,0,2,1,3,TA,6,Typ,0,2,440,Y,0,0,0,0,8,2008,WD,Normal,179400,Medium,0.029292806,0.023762667
760,RL,12257,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,1198,1318,GasA,Ex,Y,SBrkr,1328,1203,2531,0,2,1,4,Gd,9,Typ,1,3,752,Y,222,98,0,0,11,2007,WD,Normal,290000,High,0.033477492,0.038412338
761,RL,9100,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,252,864,GasA,Ex,Y,SBrkr,864,0,864,0,1,0,2,TA,5,Typ,0,1,300,Y,0,0,0,0,10,2009,WD,Normal,127500,Medium,0.025108119,0.016888183
762,RM,6911,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,740,1145,GasA,TA,Y,SBrkr,1301,0,1301,0,1,0,2,Fa,5,Min1,0,2,440,Y,0,0,0,0,10,2009,WD,Normal,100000,Medium,0.020923433,0.013245634
763,FV,8640,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,732,756,GasA,Ex,Y,SBrkr,764,783,1547,0,2,1,3,Gd,7,Typ,0,2,614,Y,169,45,0,0,6,2010,Con,Normal,215200,Medium,0.029292806,0.028504604
764,RL,9430,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,89,1252,GasA,Ex,Y,SBrkr,1268,1097,2365,1,2,1,3,Gd,8,Typ,1,3,856,Y,0,128,180,0,7,2009,WD,Normal,337000,High,0.033477492,0.044637786
765,RL,9549,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,0,1494,GasA,Ex,Y,SBrkr,1494,0,1494,1,1,1,2,Ex,6,Typ,1,2,481,Y,0,30,216,0,4,2006,WD,Normal,270000,High,0.033477492,0.035763211
766,RL,14587,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1498,1498,GasA,Ex,Y,SBrkr,1506,0,1506,0,2,0,2,Ex,6,Typ,1,2,592,Y,0,174,0,0,8,2008,New,Partial,264132,High,0.037662179,0.034985957
767,RL,10421,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,586,980,GasA,TA,Y,SBrkr,980,734,1714,0,2,1,3,TA,7,Typ,1,2,496,Y,228,66,0,0,3,2010,WD,Normal,196500,Medium,0.029292806,0.02602767
768,RL,12508,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,323,983,GasA,Ex,Y,SBrkr,983,767,1750,1,2,0,4,TA,7,Mod,0,1,423,Y,245,0,0,0,7,2008,WD,Normal,160000,Medium,0.025108119,0.021193014
769,RL,9100,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,1836,1860,GasA,Ex,Y,SBrkr,1836,0,1836,0,2,0,3,Gd,8,Typ,1,2,484,Y,120,33,0,0,10,2006,WD,Normal,216837,Medium,0.029292806,0.028721435
770,RL,53504,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,234,1650,GasA,Ex,Y,SBrkr,1690,1589,3279,1,3,1,4,Ex,12,Mod,1,3,841,Y,503,36,210,0,6,2010,WD,Normal,538000,High,0.033477492,0.071261509
771,RL,7252,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,173,858,GasA,TA,Y,SBrkr,858,0,858,1,1,0,2,TA,5,Typ,0,2,576,Y,120,0,0,0,4,2009,WD,Normal,134900,Medium,0.020923433,0.01786836
772,RL,8877,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,836,GasA,TA,Y,FuseF,1220,0,1220,0,1,0,2,TA,6,Typ,0,2,396,Y,0,0,0,0,4,2006,COD,Normal,102000,Low,0.016738746,0.013510546
773,RL,7819,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,1976,1976,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,480,1029,GasA,TA,Y,SBrkr,1117,0,1117,1,1,0,3,TA,6,Typ,1,2,672,Y,144,0,0,0,3,2010,WD,Abnorml,107000,Medium,0.025108119,0.014172828
774,RL,10150,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,456,912,GasA,Ex,Y,FuseA,912,0,912,0,1,0,2,TA,5,Typ,0,1,275,Y,0,0,0,0,7,2007,COD,Normal,114500,Medium,0.020923433,0.015166251
775,RL,14226,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1935,1935,GasA,Gd,Y,SBrkr,1973,0,1973,0,2,0,3,Gd,9,Typ,1,3,895,Y,315,45,0,0,7,2007,New,Partial,395000,High,0.033477492,0.052320253
776,RM,4500,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,338,1204,GasA,Ex,Y,SBrkr,1204,0,1204,1,2,0,2,TA,5,Typ,0,2,412,Y,0,247,0,0,6,2009,WD,Normal,162000,Medium,0.025108119,0.021457927
777,RL,11210,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,1594,1614,GasA,Ex,Y,SBrkr,1614,0,1614,0,2,0,3,Gd,7,Typ,0,3,865,Y,144,59,0,0,7,2006,New,Partial,221500,Medium,0.029292806,0.029339079
